ID,SPECIES_CODE,SPECIES_NAME,CURRENT_SPECIES_NAME,POPULATION,PREFERRED_COMMON_NAMES,PROJECT_CODE,OBSERVATION_FOREIGN_ID,GDA94_ZONE_55_EASTINGNORTHING,LONGITUDE,LATITUDE,EASTING,NORTHING,POSITION_ACCURACY,LOCATION_DESC,OBSERVER_NAMES,OBSERVATION_DATE,DATE_ACCURACY,OBSERVATION_TYPE,OBSERVATION_TYPE_QUALIFIER,OBSERVATION_STATE,OBSERVATION_STATE_QUALIFIER,RECORD_STATUS,NOTES,PRIMARY_IDENTIFIER
1692540,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-18,POINT (587343 5285693),148.06429,-42.57623,587343,5285693,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano, 3 possible nest bowls, active one above sheet of tin, no sign of down or eggshell",
1692541,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-25,POINT (587353 5285721),148.06441,-42.57598,587353,5285721,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,50cm SE rusted,
1692542,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-24,POINT (587353 5285721),148.06441,-42.57598,587353,5285721,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"BC, 2m west of rusted wheels",
1692543,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-22,POINT (587353 5285718),148.06441,-42.57601,587353,5285718,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"1m NE of D11-21, tin over entrance to burrow",
1692544,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-21,POINT (587353 5285718),148.06441,-42.57601,587353,5285718,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"5m from base of escarpment, western entranceAON - FG possible fail with eggshell at entrance",
1692545,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_42,POINT (587160 5270344),148.06442,-42.71446,587160,5270344,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692546,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-19,POINT (587354 5285706),148.06443,-42.57612,587354,5285706,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano, green bile, lots of eggshell at entrance but probable goose eggs, under large boulder at the top of the escarpment",
1692547,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587355 5285727),148.06443,-42.57593,587355,5285727,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692548,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-23,POINT (587357 5285724),148.06446,-42.57595,587357,5285724,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Under boulder at base of escarpment, 2m NE of rusted wheels",
1692549,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587357 5285724),148.06446,-42.57595,587357,5285724,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692550,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_41,POINT (587164 5270345),148.06447,-42.71445,587164,5270345,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692551,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_34,POINT (587165 5270250),148.06449,-42.71531,587165,5270250,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692552,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_88,POINT (587166 5270016),148.06454,-42.71741,587166,5270016,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692553,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587365 5285516),148.06459,-42.57783,587365,5285516,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692554,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_35,POINT (587177 5270272),148.06464,-42.71511,587177,5270272,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692555,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587379 5285492),148.06476,-42.57804,587379,5285492,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692556,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587381 5285511),148.06478,-42.57787,587381,5285511,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692557,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_38,POINT (587194 5270302),148.06484,-42.71483,587194,5270302,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692558,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_36,POINT (587194 5270262),148.06485,-42.71519,587194,5270262,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692559,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_37,POINT (587196 5270292),148.06487,-42.71492,587196,5270292,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692560,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587389 5285510),148.06488,-42.57788,587389,5285510,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692561,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_39,POINT (587204 5270312),148.06496,-42.71474,587204,5270312,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692562,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_33,POINT (587212 5270211),148.06507,-42.71565,587212,5270211,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692563,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_40,POINT (587215 5270316),148.06509,-42.71471,587215,5270316,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692564,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_85,POINT (587213 5269605),148.06518,-42.72111,587213,5269605,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692565,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587446 5285852),148.06552,-42.57479,587446,5285852,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692566,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-26,POINT (587448 5285821),148.06555,-42.57507,587448,5285821,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Southward facing hole in ground, very deep, at least 1 chick heard retreating down burrow, untagged",
1692567,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-27,POINT (587456 5285818),148.06565,-42.5751,587456,5285818,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"No signs of chicks or eggs, old log over ditch at top of escarpment, above nest D11-26",
1692568,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_32,POINT (587261 5270224),148.06567,-42.71553,587261,5270224,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692569,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_31,POINT (587265 5270209),148.06572,-42.71566,587265,5270209,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692570,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_30,POINT (587284 5270209),148.06595,-42.71566,587284,5270209,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692571,B76-00642,Eudyptula minor,,,little penguin,lpns,D11-28,POINT (587486 5285832),148.06601,-42.57497,587486,5285832,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano, 25m inland along prominent drainage channel, in wombat burrow, very very deep.",
1692572,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-32,POINT (587516 5286059),148.06635,-42.57292,587516,5286059,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,Under large treefall and rhagodia,
1692573,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-30,POINT (587517 5286058),148.06636,-42.57293,587517,5286058,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Lots of fresh guano, under large boulder",
1692574,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-29,POINT (587521 5286073),148.0664,-42.57279,587521,5286073,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh Guano, no down or eggshell detectedNo evidence of breeding, nest to fallen tree on coast",
1692575,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-31,POINT (587522 5286063),148.06642,-42.57288,587522,5286063,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano and down, 4m uphill from AS11-30",
1692576,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-27,POINT (587536 5286118),148.06658,-42.57239,587536,5286118,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Tag unreadable, could be FC 25 or FC 23, fresh guano but no down or eggshell obvious",
1692577,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587538 5286108),148.06661,-42.57248,587538,5286108,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692578,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-26,POINT (587540 5286119),148.06663,-42.57238,587540,5286119,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano and down, under large boudler right on the coast",
1692579,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-28,POINT (587541 5286103),148.06664,-42.57252,587541,5286103,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Moulting feathers only, boulder, top of escarpment",
1692580,B76-00642,Eudyptula minor,,,little penguin,lpns,AS11-25,POINT (587543 5286106),148.06667,-42.57249,587543,5286106,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano, no down obvious, among big boudlers",
1692581,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_15,POINT (587493 5270073),148.06853,-42.71686,587493,5270073,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692582,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT5-02,POINT (587492 5269993),148.06853,-42.71758,587492,5269993,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"AON, fresh guano, chamber visible, no signs of breeding",
1692583,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT5-04,POINT (587494 5269990),148.06855,-42.71761,587494,5269990,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"No recent use, some guano",
1692584,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT5-03,POINT (587495 5269986),148.06856,-42.71764,587495,5269986,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"No recent use, some guano",
1692585,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT5-07,POINT (587496 5269993),148.06857,-42.71758,587496,5269993,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,Two failed and abandoned eggs,
1692586,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587500 5270002),148.06862,-42.7175,587500,5270002,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692587,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT5-06,POINT (587500 5269989),148.06862,-42.71762,587500,5269989,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Guano and eggshell, no down detected",
1692588,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT5-08,POINT (587507 5270026),148.0687,-42.71728,587507,5270026,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692589,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587513 5270047),148.06877,-42.71709,587513,5270047,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692591,B76-00642,Eudyptula minor,,,little penguin,lpns,,POINT (587515 5269932),148.06882,-42.71813,587515,5269932,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692592,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_14,POINT (587517 5270046),148.06882,-42.7171,587517,5270046,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692593,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT4-01,POINT (587521 5269943),148.06889,-42.71803,587521,5269943,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"fresh guano and eggshell, chamber not visible, lots of green guano, down present, chcik head",
1692594,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_11,POINT (587524 5270022),148.06891,-42.71732,587524,5270022,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692595,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_10,POINT (587527 5270026),148.06895,-42.71728,587527,5270026,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692596,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587746 5287338),148.06895,-42.56138,587746,5287338,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692597,B76-00642,Eudyptula minor,,,little penguin,lpns,HBT4-02,POINT (587533 5269950),148.06903,-42.71796,587533,5269950,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692598,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_7,POINT (587534 5269957),148.06904,-42.7179,587534,5269957,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692599,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_13,POINT (587535 5270035),148.06904,-42.7172,587535,5270035,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692600,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_12,POINT (587535 5270034),148.06904,-42.71721,587535,5270034,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692601,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587756 5287346),148.06907,-42.5613,587756,5287346,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692602,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_9,POINT (587538 5270005),148.06909,-42.71747,587538,5270005,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692603,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587538 5269966),148.06909,-42.71782,587538,5269966,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692605,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_8,POINT (587540 5269980),148.06911,-42.71769,587540,5269980,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692606,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_6,POINT (587543 5269961),148.06915,-42.71786,587543,5269961,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692607,B76-00642,Eudyptula minor,,,little penguin,lpns,HBLE_5,POINT (587557 5269956),148.06933,-42.71791,587557,5269956,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692608,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587734 5269684),148.07153,-42.72034,587734,5269684,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692609,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587735 5269678),148.07154,-42.72039,587735,5269678,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692610,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587735 5269678),148.07154,-42.72039,587735,5269678,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692611,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587735 5269670),148.07154,-42.72046,587735,5269670,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692612,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-11,POINT (587736 5269733),148.07155,-42.7199,587736,5269733,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,Dead Chick,
1692613,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587956 5287081),148.07155,-42.56367,587956,5287081,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692614,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587736 5269708),148.07155,-42.72012,587736,5269708,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692615,B76-00642,Eudyptula minor,,,little penguin,lpns,HB1-06,POINT (587736 5269693),148.07155,-42.72026,587736,5269693,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692616,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-16,POINT (587737 5269756),148.07155,-42.71969,587737,5269756,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano, some pieces of eggshekk present, definite breeding attempt",
1692617,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587737 5269691),148.07156,-42.72027,587737,5269691,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692618,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587738 5269736),148.07157,-42.71987,587738,5269736,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692619,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587739 5269776),148.07158,-42.71951,587739,5269776,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692620,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587738 5269682),148.07158,-42.72035,587738,5269682,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692621,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-13,POINT (587739 5269731),148.07158,-42.71991,587739,5269731,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692622,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-10,POINT (587740 5269739),148.07159,-42.71984,587740,5269739,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692623,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587740 5269708),148.0716,-42.72012,587740,5269708,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692624,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587741 5269707),148.07161,-42.72013,587741,5269707,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692625,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587742 5269733),148.07162,-42.71989,587742,5269733,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692626,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587742 5269728),148.07162,-42.71994,587742,5269728,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692627,B76-00642,Eudyptula minor,,,little penguin,lpns,HB3-02,POINT (587742 5269718),148.07162,-42.72003,587742,5269718,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692628,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587743 5269745),148.07163,-42.71979,587743,5269745,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692629,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-09,POINT (587745 5269738),148.07165,-42.71985,587745,5269738,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692630,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587746 5269756),148.07166,-42.71969,587746,5269756,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692631,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-08,POINT (587746 5269734),148.07167,-42.71988,587746,5269734,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692632,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587746 5269728),148.07167,-42.71994,587746,5269728,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692633,B76-00642,Eudyptula minor,,,little penguin,lpns,HB3-01,POINT (587746 5269715),148.07167,-42.72006,587746,5269715,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692634,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587746 5269711),148.07167,-42.72009,587746,5269711,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692635,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587747 5269720),148.07168,-42.72001,587747,5269720,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692636,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (587748 5269729),148.07169,-42.71993,587748,5269729,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692637,B76-00642,Eudyptula minor,,,little penguin,lpns,HBBP1-18,POINT (587749 5269749),148.0717,-42.71975,587749,5269749,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692638,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-42,POINT (588497 5286075),148.07829,-42.57266,588497,5286075,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,5m N of FC11-41,
1692639,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-41,POINT (588499 5286067),148.07832,-42.57274,588499,5286067,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Recent breeding attempt made, eggshells and fleasNo contents sighted, AON",
1692641,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-40,POINT (588503 5286064),148.07837,-42.57276,588503,5286064,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Fresh guano, very deep burrow, potential failed egg associated with nest, located 2m N of Rhagodia encroached escarpment",
1692642,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (588505 5286063),148.07839,-42.57277,588505,5286063,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692643,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-39,POINT (588507 5286058),148.07842,-42.57282,588507,5286058,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Base of escarpment , 1m South of Rhagodia encroached escarpment",
1692644,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-38,POINT (588514 5286044),148.07851,-42.57294,588514,5286044,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"No recent use, 5m N of FC11-37, located at the base of escarpment",
1692645,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-37,POINT (588520 5286041),148.07858,-42.57297,588520,5286041,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Base of escarpment  on top tier, burrow very deep, contents not determinable",
1692646,B76-00642,Eudyptula minor,,,little penguin,lpns,0,POINT (588559 5286093),148.07905,-42.57249,588559,5286093,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted, ,
1692647,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-30,POINT (588561 5286094),148.07907,-42.57249,588561,5286094,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,Only 1 chick sightedBase of escarpment underneath boulders at end of rock platform,
1692648,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-29,POINT (588572 5286077),148.07921,-42.57264,588572,5286077,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,Chicks medium sizedEnd of boulders at base of escarpemnt 4m N FC11-25 (just below main cavern),
1692649,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-26,POINT (588574 5286068),148.07923,-42.57272,588574,5286068,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Failed, lots of eggshell fragments at entrance, no down Burrow empty4m west (uphill) from FC11-25",
1692650,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-28,POINT (588576 5286069),148.07926,-42.57271,588576,5286069,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,3m NW of FC11-27,
1692651,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-25,POINT (588578 5286071),148.07928,-42.57269,588578,5286071,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"Boulder complex, northern end of rock platform, metal bar runs into burrow",
1692652,B76-00642,Eudyptula minor,,,little penguin,lpns,FC11-27,POINT (588578 5286070),148.07928,-42.5727,588578,5286070,10,Maria Island,Staff DPIPWE (22436),30-Jun-2001,Decade,Nest,,Present,,Accepted,"No recent use, some old guano, 2m north of FC11-25",
