ID,SPECIES_CODE,SPECIES_NAME,CURRENT_SPECIES_NAME,POPULATION,PREFERRED_COMMON_NAMES,PROJECT_CODE,OBSERVATION_FOREIGN_ID,GDA94_ZONE_55_EASTINGNORTHING,LONGITUDE,LATITUDE,EASTING,NORTHING,POSITION_ACCURACY,LOCATION_DESC,OBSERVER_NAMES,OBSERVATION_DATE,DATE_ACCURACY,OBSERVATION_TYPE,OBSERVATION_TYPE_QUALIFIER,OBSERVATION_STATE,OBSERVATION_STATE_QUALIFIER,RECORD_STATUS,NOTES,PRIMARY_IDENTIFIER
3283804,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS276163132,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),12-Oct-2014,Day,Not Recorded,,Present,,Accepted,,
3284856,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),11-Dec-2009,Day,Not Recorded,,Present,,Accepted,,
3292167,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-7071,POINT (595583 5271839),148.16701,-42.7,595583,5271839,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3293794,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS217254064,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Tonya Haff (19362),23-Jan-2009,Day,Not Recorded,,Present,,Accepted,,
3294187,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587756 5285208),148.0694,-42.58055,587756,5285208,100,Darlington Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3294565,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-7092,POINT (593020 5288533),148.133,-42.55,593020,5288533,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3300597,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587716 5285323),148.06889,-42.57952,587716,5285323,100,Maria Island,Unknown Unknown (23130),27-Oct-2002,Day,Not Recorded,,Present,,Accepted,,
3301409,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-7299,POINT (597100 5286622),148.183,-42.5667,597100,5286622,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3302900,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-6942,POINT (598521 5288457),148.2,-42.55,598521,5288457,2000,South east Australia,Unknown Unknown (23130),27-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3307273,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-7284,POINT (597126 5288477),148.183,-42.55,597126,5288477,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3307526,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS354948435,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Doug Cameron (36069),23-Nov-2015,Day,Not Recorded,,Present,,Accepted,,
3308212,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587760 5285208),148.06944,-42.58055,587760,5285208,100,"Darlington, Maria Island National Park",Unknown Unknown (23130),17-Dec-2010,Day,Not Recorded,,Present,,Accepted,,
3308345,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-7283,POINT (597126 5288477),148.183,-42.55,597126,5288477,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3309751,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-7106,POINT (593020 5288533),148.133,-42.55,593020,5288533,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3315629,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS581432008,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Observer 733111 (40259),01-Feb-2018,Day,Not Recorded,,Present,,Accepted,,
3317946,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS377064310,POINT (587499 5284710),148.06635,-42.58506,587499,5284710,-1,Maria Island,S27824605 eBird - Traveling Count (42413),22-Feb-2016,Day,Not Recorded,,Present,,Accepted,,
3318319,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS294695938,POINT (587448 5285223),148.06564,-42.58045,587448,5285223,-1,AU Tasmania Maria Island,Angela Skevington (34549),16-Jan-2015,Day,Not Recorded,,Present,,Accepted,,
3324039,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS295612099,POINT (587448 5285223),148.06564,-42.58045,587448,5285223,-1,AU Tasmania Maria Island,Alexander Skevington (34470),16-Jan-2015,Day,Not Recorded,,Present,,Accepted,,
3324215,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS229514940,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Frank Antram (36598),12-Nov-1984,Day,Not Recorded,,Present,,Accepted,,
3326570,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS358175234,POINT (588629 5285694),148.07996,-42.57608,588629,5285694,-1,Maria Island National Park--Fossil Cliffs Circuit,Luke Hoschke (39139),28-Nov-2015,Day,Not Recorded,,Present,,Accepted,,
3327864,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS283424728,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),01-Dec-2014,Day,Not Recorded,,Present,,Accepted,,
3335304,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS299310547,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,James Telford (38290),18-Feb-2015,Day,Not Recorded,,Present,,Accepted,,
3336961,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (586985 5285279),148.06,-42.58,586985,5285279,-1,"Darlington, Maria Island",Unknown Unknown (23130),19-Nov-2010,Day,Not Recorded,,Present,,Accepted,,
3338682,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS283988543,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),05-Dec-2014,Day,Not Recorded,,Present,,Accepted,,
3340767,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS373438760,POINT (589035 5284184),148.08514,-42.58963,589035,5284184,-1,Maria Island National Park--Reservoir Circuit,S27511198 eBird - Traveling Count (42214),07-Feb-2016,Day,Not Recorded,,Present,,Accepted,,
3343686,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS280919183,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),15-Nov-2014,Day,Not Recorded,,Present,,Accepted,,
3348243,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS220182114,POINT (582367 5285513),148.00369,-42.5784,582367,5285513,-1,Maria Island ferry,Paul Clapham (40631),22-Nov-2013,Day,Not Recorded,,Present,,Accepted,,
3352723,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (588893 5284886),148.0833,-42.58333,588893,5284886,100,Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3355316,B77-00031,Morus serrator,,,australasian gannet,dr7452,BT-68-18097,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3357904,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),16-Dec-2009,Day,Not Recorded,,Present,,Accepted,,
3361851,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS291231186,POINT (587448 5285223),148.06564,-42.58045,587448,5285223,-1,AU Tasmania Maria Island,Jeffrey Skevington (49409),16-Jan-2015,Day,Not Recorded,,Present,,Accepted,,
3362207,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587760 5285208),148.06944,-42.58055,587760,5285208,100,"Darlington, Maria Island National Park",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3362913,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),30-Dec-2009,Day,Not Recorded,,Present,,Accepted,,
3363306,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS449175565,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Jo Culican (38395),15-Dec-2016,Day,Not Recorded,,Present,,Accepted,,
3369693,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587760 5285208),148.06944,-42.58055,587760,5285208,100,"Darlington, Maria Island National Park",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3370921,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS231603449,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Bec Read (34889),01-Jan-2014,Day,Not Recorded,,Present,,Accepted,,
