pred
""
""
""
""
""
""
0.3791530054644811
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25120218579235
0.6845901639344264
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12587431693989093
0.14571038251366114
0.0636338797814207
0.08808743169398908
0.04224043715846996
0.04128415300546448
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2773497267759564
0.059234972677595615
0.06338797814207642
0.04224043715846996
0.04224043715846996
0.04128415300546448
0.04128415300546448
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08609289617486328
0.07699453551912555
0.026010928961748603
0.04224043715846996
0.04224043715846996
0.040628415300546436
0.18311475409836042
""
""
""
""
""
""
""
""
""
""
""
""
0.3441530054644813
0.2054644808743167
0.07972677595628401
0.048251366120218527
0.04224043715846996
0.04871584699453553
0.04128415300546448
0.18311475409836042
""
""
""
""
""
""
""
""
""
""
""
0.16554644808743155
0.2159016393442625
0.11327868852459023
0.11885245901639355
0.11885245901639355
0.04224043715846996
0.04224043715846996
0.22743169398907084
0.04158469945355193
0.031174863387978105
""
""
""
""
""
""
""
""
""
""
""
0.08401639344262295
0.25877049180327893
0.11928961748633869
0.025109289617486333
0.06338797814207642
0.04224043715846996
0.04224043715846996
0.18311475409836042
0.04224043715846996
""
""
""
""
""
""
""
""
""
""
""
0.45079234972677606
0.4410109289617489
0.27008196721311445
0.4323770491803281
0.05300546448087431
0.07827868852459002
0.04224043715846996
0.026010928961748603
0.04224043715846996
0.023333333333333317
""
""
""
""
""
""
""
""
""
0.06953551912568315
0.26002732240437115
0.16426229508196732
0.11021857923497276
0.18527322404371577
0.16663934426229524
0.10549180327868835
0.0636338797814207
0.07699453551912555
0.04224043715846996
0.23866120218579223
""
""
""
""
""
""
""
""
0.06685792349726766
0.21620218579234948
0.1476775956284152
""
0.10210382513661197
0.11161202185792359
0.12622950819672119
0.1946994535519127
0.07781420765027311
0.08453551912568295
0.24513661202185782
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3208469945355188
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18530054644808724
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2260109289617483
0.048251366120218527
0.025109289617486333
0.05557377049180321
0.058333333333333265
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10489071038251348
0.04224043715846996
0.0347540983606557
0.023333333333333317
0.08327868852459003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08609289617486328
0.023333333333333317
0.04224043715846996
0.09456284153005465
0.0978415300546448
0.1007650273224042
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21587431693989093
0.023333333333333317
0.04224043715846996
0.18986338797814203
0.1919672131147539
0.25439890710382485
0.3272677595628412
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1939617486338799
0.04224043715846996
0.024125683060109263
""
0.13967213114754107
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18322404371584686
0.07612021857923484
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
